target,date,season,holiday,weekday,workingday,weathersit,temp,atemp,TM1,TM2,TM3,TM4,TM5,TM6,TM7
0.58,2011-07-27,3,0,3,1,1,0.72,0.6667,0.52,0.49,0.52,0.58,0.55,0.49,0.46
0.51,2011-07-27,3,0,3,1,1,0.72,0.6667,0.58,0.52,0.49,0.52,0.58,0.55,0.49
0.54,2011-07-27,3,0,3,1,1,0.7,0.6515,0.51,0.58,0.52,0.49,0.52,0.58,0.55
0.54,2011-07-27,3,0,3,1,1,0.7,0.6515,0.54,0.51,0.58,0.52,0.49,0.52,0.58
0.48,2011-07-27,3,0,3,1,1,0.72,0.6667,0.54,0.54,0.51,0.58,0.52,0.49,0.52
0.42,2011-07-27,3,0,3,1,1,0.74,0.6667,0.48,0.54,0.54,0.51,0.58,0.52,0.49
0.35,2011-07-27,3,0,3,1,1,0.76,0.6667,0.42,0.48,0.54,0.54,0.51,0.58,0.52
0.33,2011-07-27,3,0,3,1,1,0.78,0.6818,0.35,0.42,0.48,0.54,0.54,0.51,0.58
0.31,2011-07-27,3,0,3,1,1,0.8,0.6970000000000001,0.33,0.35,0.42,0.48,0.54,0.54,0.51
0.3,2011-07-27,3,0,3,1,1,0.82,0.7121,0.31,0.33,0.35,0.42,0.48,0.54,0.54
0.3,2011-07-27,3,0,3,1,1,0.84,0.7273,0.3,0.31,0.33,0.35,0.42,0.48,0.54
0.28,2011-07-27,3,0,3,1,1,0.84,0.7273,0.3,0.3,0.31,0.33,0.35,0.42,0.48
0.26,2011-07-27,3,0,3,1,1,0.86,0.7424,0.28,0.3,0.3,0.31,0.33,0.35,0.42
0.25,2011-07-27,3,0,3,1,1,0.86,0.7273,0.26,0.28,0.3,0.3,0.31,0.33,0.35
0.26,2011-07-27,3,0,3,1,1,0.84,0.7121,0.25,0.26,0.28,0.3,0.3,0.31,0.33
0.28,2011-07-27,3,0,3,1,1,0.82,0.7121,0.26,0.25,0.26,0.28,0.3,0.3,0.31
0.29,2011-07-27,3,0,3,1,1,0.8,0.6970000000000001,0.28,0.26,0.25,0.26,0.28,0.3,0.3
0.45,2011-07-27,3,0,3,1,1,0.76,0.6818,0.29,0.28,0.26,0.25,0.26,0.28,0.3
0.48,2011-07-27,3,0,3,1,1,0.74,0.6667,0.45,0.29,0.28,0.26,0.25,0.26,0.28
0.48,2011-07-27,3,0,3,1,1,0.72,0.6667,0.48,0.45,0.29,0.28,0.26,0.25,0.26
0.45,2011-07-27,3,0,3,1,1,0.74,0.6667,0.48,0.48,0.45,0.29,0.28,0.26,0.25
0.51,2011-07-28,3,0,4,1,1,0.7,0.6515,0.45,0.48,0.48,0.45,0.29,0.28,0.26
0.51,2011-07-28,3,0,4,1,1,0.72,0.6667,0.51,0.45,0.48,0.48,0.45,0.29,0.28
0.54,2011-07-28,3,0,4,1,1,0.72,0.6667,0.51,0.51,0.45,0.48,0.48,0.45,0.29
0.54,2011-07-28,3,0,4,1,1,0.72,0.6667,0.54,0.51,0.51,0.45,0.48,0.48,0.45
0.61,2011-07-28,3,0,4,1,1,0.7,0.6515,0.54,0.54,0.51,0.51,0.45,0.48,0.48
0.65,2011-07-28,3,0,4,1,1,0.7,0.6515,0.61,0.54,0.54,0.51,0.51,0.45,0.48
0.7,2011-07-28,3,0,4,1,1,0.7,0.6515,0.65,0.61,0.54,0.54,0.51,0.51,0.45
0.7,2011-07-28,3,0,4,1,1,0.72,0.6818,0.7,0.65,0.61,0.54,0.54,0.51,0.51
0.66,2011-07-28,3,0,4,1,1,0.74,0.6970000000000001,0.7,0.7,0.65,0.61,0.54,0.54,0.51
0.59,2011-07-28,3,0,4,1,1,0.78,0.7424,0.66,0.7,0.7,0.65,0.61,0.54,0.54
0.55,2011-07-28,3,0,4,1,1,0.8,0.7576,0.59,0.66,0.7,0.7,0.65,0.61,0.54
0.56,2011-07-28,3,0,4,1,1,0.84,0.8182,0.55,0.59,0.66,0.7,0.7,0.65,0.61
0.53,2011-07-28,3,0,4,1,1,0.84,0.8029999999999999,0.56,0.55,0.59,0.66,0.7,0.7,0.65
0.47,2011-07-28,3,0,4,1,1,0.86,0.8029999999999999,0.53,0.56,0.55,0.59,0.66,0.7,0.7
0.49,2011-07-28,3,0,4,1,2,0.84,0.7879,0.47,0.53,0.56,0.55,0.59,0.66,0.7
0.5,2011-07-28,3,0,4,1,1,0.86,0.8182,0.49,0.47,0.53,0.56,0.55,0.59,0.66
0.47,2011-07-28,3,0,4,1,1,0.86,0.8029999999999999,0.5,0.49,0.47,0.53,0.56,0.55,0.59
0.53,2011-07-28,3,0,4,1,1,0.84,0.8029999999999999,0.47,0.5,0.49,0.47,0.53,0.56,0.55
0.56,2011-07-28,3,0,4,1,1,0.84,0.8182,0.53,0.47,0.5,0.49,0.47,0.53,0.56
0.59,2011-07-28,3,0,4,1,1,0.82,0.8029999999999999,0.56,0.53,0.47,0.5,0.49,0.47,0.53
0.63,2011-07-28,3,0,4,1,1,0.8,0.7879,0.59,0.56,0.53,0.47,0.5,0.49,0.47
0.66,2011-07-28,3,0,4,1,1,0.78,0.7576,0.63,0.59,0.56,0.53,0.47,0.5,0.49
0.7,2011-07-28,3,0,4,1,1,0.76,0.7273,0.66,0.63,0.59,0.56,0.53,0.47,0.5
0.75,2011-07-28,3,0,4,1,1,0.76,0.7424,0.7,0.66,0.63,0.59,0.56,0.53,0.47
0.79,2011-07-29,3,0,5,1,1,0.74,0.7121,0.75,0.7,0.66,0.63,0.59,0.56,0.53
0.79,2011-07-29,3,0,5,1,1,0.74,0.7121,0.79,0.75,0.7,0.66,0.63,0.59,0.56
0.79,2011-07-29,3,0,5,1,1,0.74,0.7121,0.79,0.79,0.75,0.7,0.66,0.63,0.59
0.79,2011-07-29,3,0,5,1,1,0.74,0.7121,0.79,0.79,0.79,0.75,0.7,0.66,0.63
0.84,2011-07-29,3,0,5,1,1,0.72,0.7121,0.79,0.79,0.79,0.79,0.75,0.7,0.66
0.84,2011-07-29,3,0,5,1,1,0.72,0.7121,0.84,0.79,0.79,0.79,0.79,0.75,0.7
0.84,2011-07-29,3,0,5,1,2,0.72,0.7121,0.84,0.84,0.79,0.79,0.79,0.79,0.75
0.79,2011-07-29,3,0,5,1,2,0.74,0.7121,0.84,0.84,0.84,0.79,0.79,0.79,0.79
0.77,2011-07-29,3,0,5,1,2,0.76,0.7727,0.79,0.84,0.84,0.84,0.79,0.79,0.79
0.47,2011-07-29,3,0,5,1,1,0.86,0.8029999999999999,0.77,0.79,0.84,0.84,0.84,0.79,0.79
0.42,2011-07-29,3,0,5,1,1,0.9,0.8485,0.47,0.77,0.79,0.84,0.84,0.84,0.79
0.4,2011-07-29,3,0,5,1,1,0.92,0.8788,0.42,0.47,0.77,0.79,0.84,0.84,0.84
0.31,2011-07-29,3,0,5,1,1,0.96,0.8636,0.4,0.42,0.47,0.77,0.79,0.84,0.84
0.31,2011-07-29,3,0,5,1,1,0.94,0.8333,0.31,0.4,0.42,0.47,0.77,0.79,0.84
0.3,2011-07-29,3,0,5,1,1,0.96,0.8636,0.31,0.31,0.4,0.42,0.47,0.77,0.79
0.3,2011-07-29,3,0,5,1,1,0.96,0.8636,0.3,0.31,0.31,0.4,0.42,0.47,0.77
0.3,2011-07-29,3,0,5,1,1,0.96,0.8636,0.3,0.3,0.31,0.31,0.4,0.42,0.47
0.3,2011-07-29,3,0,5,1,1,0.96,0.8636,0.3,0.3,0.3,0.31,0.31,0.4,0.42
0.37,2011-07-29,3,0,5,1,1,0.92,0.8636,0.3,0.3,0.3,0.3,0.31,0.31,0.4
0.42,2011-07-29,3,0,5,1,1,0.9,0.8485,0.37,0.3,0.3,0.3,0.3,0.31,0.31
0.41,2011-07-29,3,0,5,1,1,0.86,0.7879,0.42,0.37,0.3,0.3,0.3,0.3,0.31
0.46,2011-07-29,3,0,5,1,1,0.82,0.7576,0.41,0.42,0.37,0.3,0.3,0.3,0.3
0.49,2011-07-29,3,0,5,1,1,0.8,0.7424,0.46,0.41,0.42,0.37,0.3,0.3,0.3
0.52,2011-07-29,3,0,5,1,1,0.78,0.7121,0.49,0.46,0.41,0.42,0.37,0.3,0.3
0.55,2011-07-30,3,0,6,0,1,0.76,0.6970000000000001,0.52,0.49,0.46,0.41,0.42,0.37,0.3
0.55,2011-07-30,3,0,6,0,1,0.76,0.6970000000000001,0.55,0.52,0.49,0.46,0.41,0.42,0.37
0.55,2011-07-30,3,0,6,0,1,0.76,0.6970000000000001,0.55,0.55,0.52,0.49,0.46,0.41,0.42
0.62,2011-07-30,3,0,6,0,1,0.74,0.6818,0.55,0.55,0.55,0.52,0.49,0.46,0.41
0.66,2011-07-30,3,0,6,0,1,0.72,0.6818,0.62,0.55,0.55,0.55,0.52,0.49,0.46
0.7,2011-07-30,3,0,6,0,1,0.72,0.6818,0.66,0.62,0.55,0.55,0.55,0.52,0.49
0.7,2011-07-30,3,0,6,0,1,0.72,0.6818,0.7,0.66,0.62,0.55,0.55,0.55,0.52
0.66,2011-07-30,3,0,6,0,1,0.76,0.7273,0.7,0.7,0.66,0.62,0.55,0.55,0.55
0.59,2011-07-30,3,0,6,0,1,0.78,0.7424,0.66,0.7,0.7,0.66,0.62,0.55,0.55
0.46,2011-07-30,3,0,6,0,1,0.82,0.7576,0.59,0.66,0.7,0.7,0.66,0.62,0.55
0.41,2011-07-30,3,0,6,0,1,0.82,0.7424,0.46,0.59,0.66,0.7,0.7,0.66,0.62
0.36,2011-07-30,3,0,6,0,1,0.84,0.7424,0.41,0.46,0.59,0.66,0.7,0.7,0.66
0.32,2011-07-30,3,0,6,0,1,0.84,0.7273,0.36,0.41,0.46,0.59,0.66,0.7,0.7
0.29,2011-07-30,3,0,6,0,1,0.88,0.7576,0.32,0.36,0.41,0.46,0.59,0.66,0.7
0.29,2011-07-30,3,0,6,0,1,0.9,0.7879,0.29,0.32,0.36,0.41,0.46,0.59,0.66
0.31,2011-07-30,3,0,6,0,1,0.9,0.8029999999999999,0.29,0.29,0.32,0.36,0.41,0.46,0.59
0.27,2011-07-30,3,0,6,0,1,0.9,0.7879,0.31,0.29,0.29,0.32,0.36,0.41,0.46
0.29,2011-07-30,3,0,6,0,1,0.9,0.7879,0.27,0.31,0.29,0.29,0.32,0.36,0.41
0.28,2011-07-30,3,0,6,0,1,0.88,0.7576,0.29,0.27,0.31,0.29,0.29,0.32,0.36
0.33,2011-07-30,3,0,6,0,1,0.74,0.6515,0.28,0.29,0.27,0.31,0.29,0.29,0.32
0.43,2011-07-30,3,0,6,0,1,0.82,0.7424,0.33,0.28,0.29,0.27,0.31,0.29,0.29
0.49,2011-07-30,3,0,6,0,1,0.8,0.7424,0.43,0.33,0.28,0.29,0.27,0.31,0.29
0.52,2011-07-30,3,0,6,0,1,0.78,0.7121,0.49,0.43,0.33,0.28,0.29,0.27,0.31
0.55,2011-07-30,3,0,6,0,1,0.76,0.6970000000000001,0.52,0.49,0.43,0.33,0.28,0.29,0.27
0.55,2011-07-31,3,0,0,0,1,0.76,0.6970000000000001,0.55,0.52,0.49,0.43,0.33,0.28,0.29
0.62,2011-07-31,3,0,0,0,1,0.74,0.6818,0.55,0.55,0.52,0.49,0.43,0.33,0.28
0.66,2011-07-31,3,0,0,0,1,0.74,0.6970000000000001,0.62,0.55,0.55,0.52,0.49,0.43,0.33
0.66,2011-07-31,3,0,0,0,1,0.74,0.6970000000000001,0.66,0.62,0.55,0.55,0.52,0.49,0.43
0.7,2011-07-31,3,0,0,0,1,0.72,0.6818,0.66,0.66,0.62,0.55,0.55,0.52,0.49
0.69,2011-07-31,3,0,0,0,1,0.72,0.6818,0.7,0.66,0.66,0.62,0.55,0.55,0.52
0.7,2011-07-31,3,0,0,0,1,0.74,0.6970000000000001,0.69,0.7,0.66,0.66,0.62,0.55,0.55
0.58,2011-07-31,3,0,0,0,1,0.74,0.6818,0.7,0.69,0.7,0.66,0.66,0.62,0.55
0.55,2011-07-31,3,0,0,0,1,0.76,0.6970000000000001,0.58,0.7,0.69,0.7,0.66,0.66,0.62
0.49,2011-07-31,3,0,0,0,1,0.8,0.7424,0.55,0.58,0.7,0.69,0.7,0.66,0.66
0.36,2011-07-31,3,0,0,0,1,0.84,0.7424,0.49,0.55,0.58,0.7,0.69,0.7,0.66
0.28,2011-07-31,3,0,0,0,1,0.86,0.7424,0.36,0.49,0.55,0.58,0.7,0.69,0.7
0.25,2011-07-31,3,0,0,0,1,0.9,0.7727,0.28,0.36,0.49,0.55,0.58,0.7,0.69
0.24,2011-07-31,3,0,0,0,1,0.9,0.7727,0.25,0.28,0.36,0.49,0.55,0.58,0.7
0.24,2011-07-31,3,0,0,0,1,0.9,0.7727,0.24,0.25,0.28,0.36,0.49,0.55,0.58
0.18,2011-07-31,3,0,0,0,1,0.92,0.7727,0.24,0.24,0.25,0.28,0.36,0.49,0.55
0.17,2011-07-31,3,0,0,0,1,0.92,0.7727,0.18,0.24,0.24,0.25,0.28,0.36,0.49
0.16,2011-07-31,3,0,0,0,1,0.92,0.7727,0.17,0.18,0.24,0.24,0.25,0.28,0.36
0.41,2011-07-31,3,0,0,0,1,0.86,0.7879,0.16,0.17,0.18,0.24,0.24,0.25,0.28
0.55,2011-07-31,3,0,0,0,1,0.8,0.7576,0.41,0.16,0.17,0.18,0.24,0.24,0.25
0.55,2011-07-31,3,0,0,0,1,0.8,0.7576,0.55,0.41,0.16,0.17,0.18,0.24,0.24
0.59,2011-07-31,3,0,0,0,1,0.78,0.7424,0.55,0.55,0.41,0.16,0.17,0.18,0.24
0.7,2011-07-31,3,0,0,0,1,0.74,0.6970000000000001,0.59,0.55,0.55,0.41,0.16,0.17,0.18
0.66,2011-07-31,3,0,0,0,1,0.74,0.6970000000000001,0.7,0.59,0.55,0.55,0.41,0.16,0.17
0.7,2011-08-01,3,0,1,1,1,0.72,0.6818,0.66,0.7,0.59,0.55,0.55,0.41,0.16
0.74,2011-08-01,3,0,1,1,1,0.72,0.6970000000000001,0.7,0.66,0.7,0.59,0.55,0.55,0.41
0.74,2011-08-01,3,0,1,1,1,0.7,0.6667,0.74,0.7,0.66,0.7,0.59,0.55,0.55
0.79,2011-08-01,3,0,1,1,1,0.7,0.6667,0.74,0.74,0.7,0.66,0.7,0.59,0.55
0.83,2011-08-01,3,0,1,1,1,0.66,0.6061,0.79,0.74,0.74,0.7,0.66,0.7,0.59
0.83,2011-08-01,3,0,1,1,1,0.66,0.6061,0.83,0.79,0.74,0.74,0.7,0.66,0.7
0.83,2011-08-01,3,0,1,1,1,0.66,0.6061,0.83,0.83,0.79,0.74,0.74,0.7,0.66
0.62,2011-08-01,3,0,1,1,1,0.74,0.6818,0.83,0.83,0.83,0.79,0.74,0.74,0.7
0.43,2011-08-01,3,0,1,1,1,0.8,0.7273,0.62,0.83,0.83,0.83,0.79,0.74,0.74
0.41,2011-08-01,3,0,1,1,1,0.82,0.7424,0.43,0.62,0.83,0.83,0.83,0.79,0.74
0.36,2011-08-01,3,0,1,1,1,0.86,0.7576,0.41,0.43,0.62,0.83,0.83,0.83,0.79
0.32,2011-08-01,3,0,1,1,1,0.88,0.7727,0.36,0.41,0.43,0.62,0.83,0.83,0.83
0.33,2011-08-01,3,0,1,1,1,0.9,0.8029999999999999,0.32,0.36,0.41,0.43,0.62,0.83,0.83
0.31,2011-08-01,3,0,1,1,1,0.9,0.8029999999999999,0.33,0.32,0.36,0.41,0.43,0.62,0.83
0.29,2011-08-01,3,0,1,1,1,0.92,0.8182,0.31,0.33,0.32,0.36,0.41,0.43,0.62
0.27,2011-08-01,3,0,1,1,1,0.9,0.7879,0.29,0.31,0.33,0.32,0.36,0.41,0.43
0.27,2011-08-01,3,0,1,1,1,0.9,0.7879,0.27,0.29,0.31,0.33,0.32,0.36,0.41
0.45,2011-08-01,3,0,1,1,1,0.76,0.6818,0.27,0.27,0.29,0.31,0.33,0.32,0.36
0.43,2011-08-01,3,0,1,1,1,0.78,0.6970000000000001,0.45,0.27,0.27,0.29,0.31,0.33,0.32
0.51,2011-08-01,3,0,1,1,1,0.74,0.6667,0.43,0.45,0.27,0.27,0.29,0.31,0.33
0.62,2011-08-01,3,0,1,1,1,0.72,0.6818,0.51,0.43,0.45,0.27,0.27,0.29,0.31
0.7,2011-08-01,3,0,1,1,1,0.7,0.6515,0.62,0.51,0.43,0.45,0.27,0.27,0.29
0.7,2011-08-01,3,0,1,1,1,0.7,0.6515,0.7,0.62,0.51,0.43,0.45,0.27,0.27
0.74,2011-08-01,3,0,1,1,1,0.68,0.6364,0.7,0.7,0.62,0.51,0.43,0.45,0.27
0.74,2011-08-02,3,0,2,1,1,0.66,0.6212,0.74,0.7,0.7,0.62,0.51,0.43,0.45
0.74,2011-08-02,3,0,2,1,1,0.66,0.6212,0.74,0.74,0.7,0.7,0.62,0.51,0.43
0.69,2011-08-02,3,0,2,1,1,0.68,0.6364,0.74,0.74,0.74,0.7,0.7,0.62,0.51
0.74,2011-08-02,3,0,2,1,1,0.66,0.6212,0.69,0.74,0.74,0.74,0.7,0.7,0.62
0.74,2011-08-02,3,0,2,1,1,0.66,0.6212,0.74,0.69,0.74,0.74,0.74,0.7,0.7
0.74,2011-08-02,3,0,2,1,1,0.66,0.6212,0.74,0.74,0.69,0.74,0.74,0.74,0.7
0.69,2011-08-02,3,0,2,1,1,0.68,0.6364,0.74,0.74,0.74,0.69,0.74,0.74,0.74
0.61,2011-08-02,3,0,2,1,1,0.72,0.6667,0.69,0.74,0.74,0.74,0.69,0.74,0.74
0.58,2011-08-02,3,0,2,1,1,0.74,0.6818,0.61,0.69,0.74,0.74,0.74,0.69,0.74
0.46,2011-08-02,3,0,2,1,1,0.78,0.6970000000000001,0.58,0.61,0.69,0.74,0.74,0.74,0.69
0.36,2011-08-02,3,0,2,1,1,0.82,0.7273,0.46,0.58,0.61,0.69,0.74,0.74,0.74
0.32,2011-08-02,3,0,2,1,1,0.84,0.7273,0.36,0.46,0.58,0.61,0.69,0.74,0.74
0.3,2011-08-02,3,0,2,1,1,0.86,0.7424,0.32,0.36,0.46,0.58,0.61,0.69,0.74
0.3,2011-08-02,3,0,2,1,1,0.86,0.7424,0.3,0.32,0.36,0.46,0.58,0.61,0.69
0.25,2011-08-02,3,0,2,1,1,0.9,0.7727,0.3,0.3,0.32,0.36,0.46,0.58,0.61
0.25,2011-08-02,3,0,2,1,1,0.9,0.7727,0.25,0.3,0.3,0.32,0.36,0.46,0.58
0.25,2011-08-02,3,0,2,1,1,0.9,0.7727,0.25,0.25,0.3,0.3,0.32,0.36,0.46
0.27,2011-08-02,3,0,2,1,2,0.9,0.7879,0.25,0.25,0.25,0.3,0.3,0.32,0.36
0.34,2011-08-02,3,0,2,1,2,0.86,0.7576,0.27,0.25,0.25,0.25,0.3,0.3,0.32
0.36,2011-08-02,3,0,2,1,2,0.86,0.7576,0.34,0.27,0.25,0.25,0.25,0.3,0.3
0.46,2011-08-02,3,0,2,1,2,0.82,0.7576,0.36,0.34,0.27,0.25,0.25,0.25,0.3
0.52,2011-08-02,3,0,2,1,1,0.8,0.7424,0.46,0.36,0.34,0.27,0.25,0.25,0.25
0.59,2011-08-02,3,0,2,1,2,0.78,0.7424,0.52,0.46,0.36,0.34,0.27,0.25,0.25
0.49,2011-08-02,3,0,2,1,2,0.8,0.7424,0.59,0.52,0.46,0.36,0.34,0.27,0.25
0.49,2011-08-03,3,0,3,1,2,0.8,0.7424,0.49,0.59,0.52,0.46,0.36,0.34,0.27
0.52,2011-08-03,3,0,3,1,2,0.78,0.7121,0.49,0.49,0.59,0.52,0.46,0.36,0.34
0.49,2011-08-03,3,0,3,1,2,0.78,0.7121,0.52,0.49,0.49,0.59,0.52,0.46,0.36
0.55,2011-08-03,3,0,3,1,2,0.76,0.6970000000000001,0.49,0.52,0.49,0.49,0.59,0.52,0.46
0.52,2011-08-03,3,0,3,1,2,0.76,0.6970000000000001,0.55,0.49,0.52,0.49,0.49,0.59,0.52
0.55,2011-08-03,3,0,3,1,2,0.76,0.6970000000000001,0.52,0.55,0.49,0.52,0.49,0.49,0.59
0.66,2011-08-03,3,0,3,1,3,0.72,0.6818,0.55,0.52,0.55,0.49,0.52,0.49,0.49
0.51,2011-08-03,3,0,3,1,2,0.74,0.6667,0.66,0.55,0.52,0.55,0.49,0.52,0.49
0.51,2011-08-03,3,0,3,1,2,0.74,0.6667,0.51,0.66,0.55,0.52,0.55,0.49,0.52
0.55,2011-08-03,3,0,3,1,2,0.74,0.6818,0.51,0.51,0.66,0.55,0.52,0.55,0.49
0.58,2011-08-03,3,0,3,1,3,0.74,0.6818,0.55,0.51,0.51,0.66,0.55,0.52,0.55
0.58,2011-08-03,3,0,3,1,2,0.74,0.6818,0.58,0.55,0.51,0.51,0.66,0.55,0.52
0.55,2011-08-03,3,0,3,1,3,0.76,0.6970000000000001,0.58,0.58,0.55,0.51,0.51,0.66,0.55
0.58,2011-08-03,3,0,3,1,2,0.76,0.7121,0.55,0.58,0.58,0.55,0.51,0.51,0.66
0.58,2011-08-03,3,0,3,1,2,0.76,0.7121,0.58,0.55,0.58,0.58,0.55,0.51,0.51
0.79,2011-08-03,3,0,3,1,2,0.7,0.6667,0.58,0.58,0.55,0.58,0.58,0.55,0.51
0.79,2011-08-03,3,0,3,1,3,0.68,0.6364,0.79,0.58,0.58,0.55,0.58,0.58,0.55
0.79,2011-08-03,3,0,3,1,2,0.7,0.6667,0.79,0.79,0.58,0.58,0.55,0.58,0.58
0.84,2011-08-03,3,0,3,1,3,0.7,0.6667,0.79,0.79,0.79,0.58,0.58,0.55,0.58
0.84,2011-08-03,3,0,3,1,3,0.7,0.6667,0.84,0.79,0.79,0.79,0.58,0.58,0.55
0.84,2011-08-03,3,0,3,1,3,0.7,0.6667,0.84,0.84,0.79,0.79,0.79,0.58,0.58
0.89,2011-08-03,3,0,3,1,2,0.68,0.6364,0.84,0.84,0.84,0.79,0.79,0.79,0.58
0.89,2011-08-03,3,0,3,1,3,0.68,0.6364,0.89,0.84,0.84,0.84,0.79,0.79,0.79
0.89,2011-08-03,3,0,3,1,2,0.68,0.6364,0.89,0.89,0.84,0.84,0.84,0.79,0.79
0.89,2011-08-04,3,0,4,1,2,0.68,0.6364,0.89,0.89,0.89,0.84,0.84,0.84,0.79
0.94,2011-08-04,3,0,4,1,2,0.66,0.5909,0.89,0.89,0.89,0.89,0.84,0.84,0.84
0.94,2011-08-04,3,0,4,1,2,0.66,0.5909,0.94,0.89,0.89,0.89,0.89,0.84,0.84
0.94,2011-08-04,3,0,4,1,3,0.66,0.5909,0.94,0.94,0.89,0.89,0.89,0.89,0.84
0.89,2011-08-04,3,0,4,1,2,0.68,0.6364,0.94,0.94,0.94,0.89,0.89,0.89,0.89
0.89,2011-08-04,3,0,4,1,2,0.68,0.6364,0.89,0.94,0.94,0.94,0.89,0.89,0.89
0.89,2011-08-04,3,0,4,1,2,0.68,0.6364,0.89,0.89,0.94,0.94,0.94,0.89,0.89
0.89,2011-08-04,3,0,4,1,2,0.68,0.6364,0.89,0.89,0.89,0.94,0.94,0.94,0.89
0.82,2011-08-04,3,0,4,1,2,0.7,0.6515,0.89,0.89,0.89,0.89,0.94,0.94,0.94
0.74,2011-08-04,3,0,4,1,1,0.72,0.6970000000000001,0.82,0.89,0.89,0.89,0.89,0.94,0.94
0.71,2011-08-04,3,0,4,1,1,0.72,0.6667,0.74,0.82,0.89,0.89,0.89,0.89,0.94
0.66,2011-08-04,3,0,4,1,2,0.74,0.6970000000000001,0.71,0.74,0.82,0.89,0.89,0.89,0.89
0.62,2011-08-04,3,0,4,1,2,0.76,0.7121,0.66,0.71,0.74,0.82,0.89,0.89,0.89
0.58,2011-08-04,3,0,4,1,1,0.76,0.7121,0.62,0.66,0.71,0.74,0.82,0.89,0.89
0.55,2011-08-04,3,0,4,1,1,0.8,0.7576,0.58,0.62,0.66,0.71,0.74,0.82,0.89
0.55,2011-08-04,3,0,4,1,1,0.8,0.7576,0.55,0.58,0.62,0.66,0.71,0.74,0.82
0.62,2011-08-04,3,0,4,1,1,0.76,0.7121,0.55,0.55,0.58,0.62,0.66,0.71,0.74
0.62,2011-08-04,3,0,4,1,1,0.76,0.7121,0.62,0.55,0.55,0.58,0.62,0.66,0.71
0.74,2011-08-04,3,0,4,1,1,0.7,0.6667,0.62,0.62,0.55,0.55,0.58,0.62,0.66
0.74,2011-08-04,3,0,4,1,1,0.7,0.6667,0.74,0.62,0.62,0.55,0.55,0.58,0.62
0.74,2011-08-04,3,0,4,1,2,0.7,0.6667,0.74,0.74,0.62,0.62,0.55,0.55,0.58
0.74,2011-08-04,3,0,4,1,2,0.7,0.6667,0.74,0.74,0.74,0.62,0.62,0.55,0.55
0.74,2011-08-04,3,0,4,1,1,0.68,0.6364,0.74,0.74,0.74,0.74,0.62,0.62,0.55
0.74,2011-08-04,3,0,4,1,1,0.66,0.6212,0.74,0.74,0.74,0.74,0.74,0.62,0.62
0.74,2011-08-05,3,0,5,1,1,0.66,0.6212,0.74,0.74,0.74,0.74,0.74,0.74,0.62
0.78,2011-08-05,3,0,5,1,1,0.64,0.5909,0.74,0.74,0.74,0.74,0.74,0.74,0.74
0.69,2011-08-05,3,0,5,1,1,0.66,0.6212,0.78,0.74,0.74,0.74,0.74,0.74,0.74
0.78,2011-08-05,3,0,5,1,1,0.64,0.5909,0.69,0.78,0.74,0.74,0.74,0.74,0.74
0.78,2011-08-05,3,0,5,1,1,0.64,0.5909,0.78,0.69,0.78,0.74,0.74,0.74,0.74
0.78,2011-08-05,3,0,5,1,1,0.64,0.5909,0.78,0.78,0.69,0.78,0.74,0.74,0.74
0.78,2011-08-05,3,0,5,1,1,0.64,0.5909,0.78,0.78,0.78,0.69,0.78,0.74,0.74
0.78,2011-08-05,3,0,5,1,1,0.66,0.6061,0.78,0.78,0.78,0.78,0.69,0.78,0.74
0.65,2011-08-05,3,0,5,1,1,0.7,0.6515,0.78,0.78,0.78,0.78,0.78,0.69,0.78
0.58,2011-08-05,3,0,5,1,1,0.72,0.6667,0.65,0.78,0.78,0.78,0.78,0.78,0.69
0.55,2011-08-05,3,0,5,1,1,0.74,0.6818,0.58,0.65,0.78,0.78,0.78,0.78,0.78
0.52,2011-08-05,3,0,5,1,2,0.76,0.6970000000000001,0.55,0.58,0.65,0.78,0.78,0.78,0.78
0.52,2011-08-05,3,0,5,1,1,0.76,0.6970000000000001,0.52,0.55,0.58,0.65,0.78,0.78,0.78
0.52,2011-08-05,3,0,5,1,1,0.78,0.7121,0.52,0.52,0.55,0.58,0.65,0.78,0.78
0.52,2011-08-05,3,0,5,1,2,0.78,0.7121,0.52,0.52,0.52,0.55,0.58,0.65,0.78
0.55,2011-08-05,3,0,5,1,1,0.76,0.6970000000000001,0.52,0.52,0.52,0.52,0.55,0.58,0.65
0.49,2011-08-05,3,0,5,1,1,0.8,0.7424,0.55,0.52,0.52,0.52,0.52,0.55,0.58
0.49,2011-08-05,3,0,5,1,1,0.78,0.7121,0.49,0.55,0.52,0.52,0.52,0.52,0.55
0.52,2011-08-05,3,0,5,1,1,0.76,0.6970000000000001,0.49,0.49,0.55,0.52,0.52,0.52,0.52
0.55,2011-08-05,3,0,5,1,1,0.74,0.6818,0.52,0.49,0.49,0.55,0.52,0.52,0.52
0.58,2011-08-05,3,0,5,1,1,0.72,0.6667,0.55,0.52,0.49,0.49,0.55,0.52,0.52
0.65,2011-08-05,3,0,5,1,1,0.7,0.6515,0.58,0.55,0.52,0.49,0.49,0.55,0.52
0.65,2011-08-05,3,0,5,1,1,0.7,0.6515,0.65,0.58,0.55,0.52,0.49,0.49,0.55
0.69,2011-08-05,3,0,5,1,1,0.68,0.6364,0.65,0.65,0.58,0.55,0.52,0.49,0.49
