target,Tm1,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,Tm8,Tm9,Tm10,Tm11,Tm12,Tm13,Tm14,Tm15,Tm16,Tm17,Tm18,Tm19,Tm20,trend,skew,mean,stddev,hurst,serialcorr,date
29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,33.2,32.0,34.4,35.7,37.0,38.9,39.6,38.9,41.0,44.0,37.6,36.4,38.9,1.1074468988458,0.372868244055697,36.525,3.5205972878416403,0.0179052391889993,0.0102138930337007,1972-09-21
35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,33.2,32.0,34.4,35.7,37.0,38.9,39.6,38.9,41.0,44.0,37.6,36.4,1.2281010045865601,0.267269505829224,36.03,3.8496889826527405,0.0911772092822745,0.007538555777222959,1972-09-22
38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,33.2,32.0,34.4,35.7,37.0,38.9,39.6,38.9,41.0,44.0,37.6,1.21167886540529,0.295249201862955,35.995,3.8493300852568,0.0104038202587824,0.00695290239880264,1972-09-23
33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,33.2,32.0,34.4,35.7,37.0,38.9,39.6,38.9,41.0,44.0,1.20929806556519,0.253649023458282,36.06,3.88863390976967,-0.0719359026934925,0.0146411363876244,1972-09-24
32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,33.2,32.0,34.4,35.7,37.0,38.9,39.6,38.9,41.0,1.05955676173707,0.16060762220965602,35.52,3.4535412793857097,0.0291817383126114,0.043633336381115,1972-09-25
35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,33.2,32.0,34.4,35.7,37.0,38.9,39.6,38.9,0.9408614888156949,0.293922993567218,35.07,3.28410846670031,0.0575665577856752,0.0556567411649475,1972-09-26
33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,33.2,32.0,34.4,35.7,37.0,38.9,39.6,0.907281872461848,0.389272383578246,34.91,3.1634258578153394,-0.0221800227443669,0.114822952673246,1972-09-27
34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,33.2,32.0,34.4,35.7,37.0,38.9,0.821160369057833,0.556177853459729,34.62,2.97084074578933,-0.019272085831792,0.231643456426947,1972-09-28
32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,33.2,32.0,34.4,35.7,37.0,0.772507420759327,0.722415917210914,34.395,2.794821338796,-0.0243688068607834,0.315693023107914,1972-09-29
30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,33.2,32.0,34.4,35.7,0.7620864624766,0.9426444767263641,34.175,2.7518175811634,-0.0159512537308338,0.36771369216380795,1972-09-30
30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,33.2,32.0,34.4,0.7800659324544641,1.0374000070924798,33.93,2.82602566383102,-0.00486189854369995,0.32402342938087897,1972-10-01
28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,33.2,32.0,0.807074991984725,1.07535700044112,33.75,2.90797451664792,0.0129497147662856,0.216542934972862,1972-10-02
28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,33.2,0.8707103327573149,0.782347333097003,33.57,3.12529577547638,0.0306363880613642,0.15094174551509001,1972-10-03
27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,32.0,0.9202747986872428,0.6657591575441251,33.33,3.3326297503070403,0.0696964308719853,0.0678708590028506,1972-10-04
27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,34.4,0.995122793540053,0.5330994717090051,33.12,3.5463250066275096,0.0451620535634039,0.0315932465544738,1972-10-05
27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,41.7,1.2362145113851397,0.5743834602737738,32.79,3.72359475436531,-0.08762082876568901,0.0287669166919619,1972-10-06
25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,36.4,1.15887894937822,0.22222689316194602,32.095,3.2386603793284,-0.0617603521062099,0.0116891723514536,1972-10-07
22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,33.8,1.22798673735347,0.20875826441402398,31.56,3.3711469233700497,-0.0290756916723427,0.0075529620264837,1972-10-08
28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,32.6,1.4233003213763502,-0.18502010698451898,30.97,3.94262803082838,0.00315720292755972,0.00630365089461815,1972-10-09
30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,32.0,1.3767408468182298,-0.0374002848580304,30.76,3.96303976898117,-0.0599604862656989,0.00257165501772372,1972-10-10
29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,29.0,1.2206558516662,0.0305935488537306,30.67,3.9538255958129,0.0284888686631751,0.00205484229197039,1972-10-11
29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,35.7,1.39886917045569,0.0104559865629414,30.7,3.9427481732789804,-0.00385999529142142,0.00121281790438421,1972-10-12
28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,38.9,1.4095377669587,0.155442024416667,30.365,3.77669794508656,-0.0493617375918907,0.00501455348728641,1972-10-13
26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,33.2,1.3695418360579,-0.26278845957261,29.84,3.21597983759063,0.0485208392372373,0.00120303792022314,1972-10-14
27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,32.0,1.36311624705448,-0.0699594530016307,29.515,3.1868603589376803,0.0910082517172405,0.0014218853681672301,1972-10-15
27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,35.7,1.47539467037606,0.11299519665295599,29.28,3.1672003243774802,0.0162579324360882,0.00301249633016465,1972-10-16
27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,33.8,1.31712876254626,-0.0383090687869925,28.86,2.8075837148319303,0.0240515853666466,0.00393713276061636,1972-10-17
27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,34.4,1.21299747664592,-0.0533869097403111,28.535,2.5719693458106097,-0.00986464834816453,0.0153741467595596,1972-10-18
26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,32.6,1.03812394251479,-0.682237007299179,28.205,2.1721866256935902,-0.0109290368960192,0.0371006937484999,1972-10-19
26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,30.8,0.93513239452032,-1.15894230107291,27.91,1.93115727506918,0.0116573732842531,0.0686800503555035,1972-10-20
26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,30.8,0.8779759684627729,-1.2614604363867,27.705,1.8228014875893401,-0.0125331030978239,0.141961595040314,1972-10-21
26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,28.4,0.83895539737618,-1.5780682536300201,27.5,1.6814780465568502,0.0101244782930249,0.11815056434012199,1972-10-22
26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,28.4,0.836495989501417,-1.45005849796554,27.415,1.6765487733656002,0.000463466238227967,0.12255618003416699,1972-10-23
26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,27.8,0.840203049482005,-1.26889173546433,27.305,1.6806875159635701,0.0043064122491852895,0.11787389626384301,1972-10-24
26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,27.8,0.845727620973918,-1.11026056289853,27.225,1.69391325198877,-0.0222584412622008,0.10685817057652801,1972-10-25
26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,27.8,0.850307057836445,-0.961575188156423,27.145,1.70308543532026,-0.0509280396477866,0.0998464981851206,1972-10-26
26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,25.7,0.880999457138336,-0.820779279341643,27.065,1.7082693612326798,0.00115503780474891,0.0736827829771545,1972-10-27
26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,22.0,0.9932814887557628,-0.870798981990601,27.09,1.69081107911652,0.11108761469161,0.191961981234193,1972-10-28
26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,28.4,1.67689207531489,1.04422573241015,27.3,1.2208711298861499,0.0447221482535034,0.00038767232783421,1972-10-29
27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,30.2,2.17861886520966,1.2718557608320802,27.215,1.19924318239726,0.00371538231020046,0.00134320357711681,1972-10-30
27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,29.6,1.7392758326368702,1.1781138388064398,27.095,0.9859406408949891,-0.0112087502694697,0.0053062386502709105,1972-10-31
27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,29.0,1.2935318574132502,0.901376012785168,27.005,0.8120636480110741,-0.00593754310227744,0.0147254353433556,1972-11-01
27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,28.4,1.12850878258365,0.511621020525334,26.945,0.69242138067874,0.0029920027466124803,0.0280097764104357,1972-11-02
27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,26.7,1.41102842193023,0.28940624559560196,26.915,0.636830143428331,0.0357367664953388,0.00134098042223685,1972-11-03
27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,27.3,1.5415064504446399,0.129170090951084,26.97,0.664197180614946,0.0290794326710636,0.000641000202456388,1972-11-04
27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,27.3,1.59283541907775,0.0944177329961811,26.995,0.686313569579878,0.0289749070115113,0.00047416009078404803,1972-11-05
27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,27.3,1.6404023504643201,0.0529609755545197,27.02,0.7068089893092909,0.0242123668221057,0.000365839043286131,1972-11-06
27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,27.8,1.75130757618069,0.00676373524551456,27.045,0.7258207695248771,0.00802237537534903,0.000363658107360387,1972-11-07
27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,26.7,2.33487934048591,0.00676373524551456,27.045,0.7258207695248771,0.0216802369606689,8.27815755172212e-05,1972-11-08
27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,26.7,2.3799888374716898,-0.160009671988052,27.1,0.739843511191815,0.0190415951100653,7.3481986277768e-05,1972-11-09
27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,26.7,2.4106284867550896,-0.32809136813761,27.155,0.749368154900479,0.0141882938748292,6.79976788132697e-05,1972-11-10
27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,26.7,2.42734629557131,-0.5005608271746439,27.21,0.7545650542217242,0.00893420737400635,6.52517295649524e-05,1972-11-11
27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,26.2,2.71363454819727,-0.680815002208073,27.265,0.7555235201326859,0.0142850295365663,0.000105206259303436,1972-11-12
27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,26.2,2.58865483257116,-0.931069948845572,27.345,0.7207269721753541,0.0130643509203795,0.000146210725090468,1972-11-13
27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,26.2,2.42170144331131,-1.22317301510809,27.425,0.6742442162583939,0.012461046760231999,0.00024322767301254703,1972-11-14
27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,26.2,2.20325318023054,-1.58569170548649,27.505,0.613424383020606,0.0139798362531791,0.000548958073898209,1972-11-15
27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,26.2,1.9157750205005,-2.07731256091878,27.585,0.533385414123784,0.0202979512659821,0.00224640881181815,1972-11-16
27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,26.2,1.52060709569213,-2.8454295090763098,27.665,0.42336372318051,0.0315066014664137,0.0364113001561313,1972-11-17
27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,26.7,0.948683298050514,-4.12948320967012,27.745,0.245967477524977,0.0329055447654277,0.9906100898303092,1972-11-18
26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,1.18259811216828,0.5593001863302409,27.8,0.0,0.0185267668816729,0.0587319944680717,1972-11-19
26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,1.16625863595581,-4.12948320967012,27.745,0.245967477524977,0.0329055447654277,0.9906100898303092,1972-11-20
26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,1.3058572501980201,-2.6666666666666696,27.69,0.338572856188101,0.0247653751627864,0.0270204138030152,1972-11-21
26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,1.5542810150304898,-1.96039211763922,27.635,0.402982303385776,0.017164421788607997,0.00326137894999012,1972-11-22
26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,1.74114300026403,-1.5000000000000102,27.58,0.45143047491746796,0.0143020786967998,0.000973067059133692,1972-11-23
26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,1.8848425873126298,-1.1547005383792401,27.525,0.488687824151252,0.014098976811666,0.000459750476387688,1972-11-24
26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,1.9947298986131101,-0.872871560943961,27.47,0.517178580579791,0.0148059368372579,0.00028238155756998796,1972-11-25
26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,2.0761807040307096,-0.6289709020331451,27.415,0.5382965334225529,0.0157128945630994,0.00020493371900665,1972-11-26
26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,2.13245595993273,-0.40824829046385896,27.36,0.5528871589450389,0.0166372220456356,0.00016718493005440902,1972-11-27
29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,2.16551926433605,-0.20100756305184,27.305,0.5614595640874449,0.0175542473182772,0.00014926990491503898,1972-11-28
34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,2.91455079739352,1.04664931816258,27.395,0.755662832081528,-0.0226525574503041,0.14605615174610698,1972-11-29
34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,2.3360819029838598,3.01261972413952,27.725,1.74080290005563,-0.0625419892694283,0.14070052980112802,1972-11-30
28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,1.7196777798956,2.2021914126623,28.055,2.29357799082569,0.00151456353464365,0.004520718359241171,1972-12-01
28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,27.8,1.7199874504117598,2.1610054588049703,28.085,2.29399100626879,0.10524385703219699,0.00336143729212734,1972-12-02
27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,27.8,1.14163568173577,2.12099426083052,28.115,2.29399100626879,0.0809329349258862,0.00336143729212734,1972-12-03
29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,27.8,1.14163568173577,2.12099426083052,28.115,2.29399100626879,0.0533524263715578,0.00345409468535307,1972-12-04
29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,27.8,1.14196758548351,2.0246013091436397,28.175,2.3010009263705,0.0144021185580663,0.0038806274876404,1972-12-05
30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,27.8,1.14055167509841,1.86683267786599,28.265,2.32067934699711,0.00195644199916168,0.0039657818746478,1972-12-06
30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,27.8,1.17005434282626,1.59100255602619,28.415,2.38510178531563,-0.0113567793066467,0.00434831288500992,1972-12-07
29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,27.8,1.17434257675953,1.4064835242729,28.535,2.4127457605937597,0.00327879897269,0.00331361981032963,1972-12-08
29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,1.18517470640097,1.28977312043282,28.625,2.41745298762322,0.0281637027847156,0.003356306867213,1972-12-09
29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,1.16339895673116,1.19176800369347,28.77,2.3826345436136602,0.0216456617949281,0.0039619703042153,1972-12-10
27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,26.7,1.14153248920334,1.11031512764523,28.915,2.3378521406579504,0.0143964759276444,0.0049389229388145895,1972-12-11
28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,26.7,1.1208801902382601,1.14138891705363,28.97,2.29555634811442,0.032217935918409,0.00801942287715007,1972-12-12
27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,26.7,1.06582529313421,1.17052108244349,29.055,2.23782671828107,0.00942355300487884,0.0104527531606529,1972-12-13
27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,26.7,1.04995456615983,1.2144665714615202,29.085,2.2084228714056002,0.0168029430537078,0.0159492649354473,1972-12-14
27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,26.7,1.0173844997692199,1.28269147050532,29.14,2.1590446230243896,0.0132848670919513,0.0194509989618044,1972-12-15
30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,26.7,1.00109684038836,1.3441238559753799,29.17,2.12729133431522,0.0483111504707029,0.0265566843244452,1972-12-16
34.4,30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,26.7,0.965763282246625,1.32622731455928,29.345,2.05617811024547,0.0510364820039778,0.0604732122981128,1972-12-17
38.3,34.4,30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,29.6,1.05533968715626,1.1865256959635901,29.73,2.2468925910664903,0.0006749404470417981,0.0792079936925587,1972-12-18
38.3,38.3,34.4,30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,34.4,1.43758517134899,1.38752500642962,30.165,2.9519440516734905,-0.0692196993393025,0.0305700350148058,1972-12-19
45.4,38.3,38.3,34.4,30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,34.4,1.4884134009637702,1.43610591316259,30.36,3.34858964813232,-0.0453413034629823,0.00638768672061096,1972-12-20
70.2,45.4,38.3,38.3,34.4,30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,28.4,2.86489754088216,1.91437046478955,30.91,4.684116498169219,-0.0391138816270422,0.00562643655518191,1972-12-21
59.1,70.2,45.4,38.3,38.3,34.4,30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,28.4,4.42667330894896,2.9063703683287203,33.0,9.91256512555761,-0.23137733610778,0.0534408648555112,1972-12-22
41.7,59.1,70.2,45.4,38.3,38.3,34.4,30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,27.8,1.89772291366539,2.12968827391361,34.535,11.424455532344902,0.027745752835852,0.00174555886442174,1972-12-23
37.6,41.7,59.1,70.2,45.4,38.3,38.3,34.4,30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,29.0,1.6773938222101599,1.97125348752525,35.23,11.415967580081599,0.17354054085774304,0.000753427420386754,1972-12-24
35.1,37.6,41.7,59.1,70.2,45.4,38.3,38.3,34.4,30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,29.6,1.3885167256568403,1.90874771779899,35.66,11.3306013218977,0.15100466981353303,0.000739658973886503,1972-12-25
34.4,35.1,37.6,41.7,59.1,70.2,45.4,38.3,38.3,34.4,30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,30.8,1.36511594389829,1.88728515802035,35.935,11.2421797380738,0.0928242357254916,0.0007650911682346441,1972-12-26
33.8,34.4,35.1,37.6,41.7,59.1,70.2,45.4,38.3,38.3,34.4,30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,30.2,1.35391149861974,1.87228013066216,36.115,11.1843064392172,0.0509196649603942,0.000827895929548794,1972-12-27
31.4,33.8,34.4,35.1,37.6,41.7,59.1,70.2,45.4,38.3,38.3,34.4,30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,29.6,1.34515368059508,1.8664294134931299,36.295,11.1128410787748,0.0300573929359289,0.0009124148048764711,1972-12-28
31.4,31.4,33.8,34.4,35.1,37.6,41.7,59.1,70.2,45.4,38.3,38.3,34.4,30.2,27.3,27.8,27.3,28.4,27.8,29.6,29.6,1.33873307619877,1.8740483374435402,36.385,11.062943122258,0.0263249979619166,0.0010338042530037,1972-12-29
